countyCode,city
US,Vienna
KY,Shanghai
MW,Cannes
BM,Quetzaltenango
BT,Los Angeles
TZ,Palma
AU,Palma
PH,İzmir
MT,Iquique
HN,Vancouver
CY,Monrovia
BB,Providence
IE,Budapest
HR,Malabo
SA,Hanga Roa
MM,South Tarawa
NZ,Louisville
TM,Makati City
LT,Medellín
ZW,Rio Branco
BY,Geelong
KH,Phuket (city)
UG,Maputo
SR,Sofia
NL,Kuwait City
LC,Hanoi
MH,Valencia
BS,Guangzhou
ZM,Pattaya
WF,Thimphu
FR,Enugu
TZ,Gdańsk
MD,Concepción
DM,Marrakech
BN,Banjul
SL,Basra
FI,Malabo
SB,Quito
IL,Tijuana
SL,Curitiba
KG,Saint-Denis
GD,Madrid
LY,Oslo
BB,Manaus
BF,Pittsburgh
VI,Tunis
AQ,Malang
RU,Calama
BG,Singapore
IN,Santo Domingo
GB,Cologne
SL,Anadyr (town)
MG,Guadalajara
UA,Ambon
SC,Nanning
WS,Lubumbashi
BE,Bandar Seri Begawan
BH,Monrovia
IT,Porto Velho
ET,Nanjing
TT,Charlottetown
ID,Virginia Beach
DM,Bangui
YT,Niamey
CM,Jayapura
ZA,Santiago
KM,Mogadishu
ID,Indianapolis
WS,Fukuoka
BO,Phnom Penh
IR,Riyadh
CK,Nicosia
PG,Wellington
NF,Hanga Roa
MA,Stuttgart
KR,Moscow
US,Kuching
PY,Islamabad
CA,Tucson
VC,Tórshavn
LA,Addis Ababa
NU,Berlin
SK,Sri Jayawardenapura-Kotte
AM,Omsk
KN,Monaco
RU,Shanghai
PM,Belfast
GQ,Salt Lake City
BT,Ulan Bator
DZ,Málaga
MW,Chiang Mai
AE,Stanley
TN,Siem Reap
CI,Oklahoma City
SI,Yakutsk
AE,Sukhumi
DZ,Tbilisi
TZ,Tórshavn
NI,Rawalpindi
NC,Makassar
IE,Zamboanga City
VG,Bilbao
NL,Chişinău
BR,Guangzhou
PM,Patna
JP,Sitka
HN,Jakarta
BF,Muscat
AZ,Hanga Roa
CZ,Sydney
AX,Basra
PF,Avarua
CI,Birmingham
LA,Puerto Williams
BH,Johannesburg
PY,Riverside
IL,Iquique
FI,Monrovia
AO,Kuching
SJ,Riverside
LR,Cape Town
YT,Málaga
GD,Santa Cruz de Tenerife
MA,Lilongwe
SR,Funafuti
CK,Strasbourg
GH,Majuro
RO,Greenwich
GD,Bilbao
TR,Jersey City
KE,Jeddah
LI,Paramaribo
MK,Lilongwe
CO,Bujumbura
SI,Ciudad del Este
CM,Munich
KW,Auckland
BO,Tbilisi
TK,Ciudad del Este
NL,Honolulu
OM,Quito
GL,Monrovia
SA,Ottawa
SM,Kuwait City
ML,Saint-Pierre
GW,Kingstown
AD,Naples
ES,Hargeisa
VE,Shenyang
GP,Porto Velho
MG,Yaren District
SH,Kano
CU,Manama
CU,Tianjin
TH,Vientiane
UY,Pune
ZM,Okinawa
GN,Zhengzhou
CA,Daegu
PN,Pune
TL,Rosario
DO,Marrakech
DK,Kota Bharu
TK,Tampa
MV,Yangon
CR,Cologne
DM,Batticaloa
WS,Hyderabad
LT,Buffalo
AL,Majuro
RE,Regina
GD,Medina
PK,Perth
AX,Thessaloniki
PT,Birmingham
AO,Jersey City
EH,Cork (city)
RU,Jayapura
SJ,Mashhad
LI,Concepción
SI,Iqaluit
LK,Lusaka
GT,Colombo
TT,Mamoudzou
NG,Surat
CZ,Tunis
YE,Monterrey
FM,Livingstone
JO,Charlotte Amalie
UM,Manaus
SE,Durango
NF,Dibrugarh
MO,Bishkek
NL,Kandahar
CH,Chennai
EH,Suez
AO,Kaliningrad
GH,Ankara
DJ,Monaco
ZW,Valparaíso
NU,Chişinău
SY,The Hague
TM,Yakutsk
AN,Belém
SY,Hanga Roa
LY,Dublin
PN,Pekanbaru
LY,Johannesburg
VI,Minneapolis
CF,Tunis
LI,Pune
SH,London
VI,Las Palmas de Gran Canaria
WF,Rockhampton
LB,Whitehorse
SJ,Virginia Beach
HU,Port Vila
BY,Los Angeles
BB,Surabaya
CF,Port Blair
NR,Mumbai
UG,Pekanbaru
KZ,Dublin
MR,Buenos Aires
CI,Honolulu
CC,Basse-Terre
GA,Prague
IO,Alexandria
VC,Ambon
EG,Zürich
SI,Honolulu
TR,Palembang
LK,Palikir
SV,Port-au-Prince
HU,Vaduz
ML,Saint-Pierre
AS,Ottawa
PA,Yerevan
NC,Abidjan
SY,Rio Branco
CI,Alofi
MV,Ipoh
GL,Cayenne
GQ,Bandung
JM,Timbuktu
MA,Valdivia
KI,Thiès
GY,Nukuʻalofa
CF,Wuhan
PA,Cuiabá
LI,Fairbanks
AM,Algiers
ID,Barranquilla
MH,Dar es Salaam
SG,Antwerp
SD,Las Palmas de Gran Canaria
UY,Monaco
GG,Wuhan
EE,Harbin
BV,Maseru
PN,Shijiazhuang
SV,Lobamba
AM,Koror
GS,Edinburgh
LT,London
KZ,Kaliningrad
NL,Gangtok
SD,Quebec City
GD,Funafuti
BR,Roseau
UG,Kandahar
CF,Omsk
MQ,Tegucigalpa
VC,Birmingham
DO,Hamilton
FI,Asmara
ER,El Aaiún
DO,Stockholm
IQ,Kingstown
MM,Cayenne
BG,Tabriz
VI,Serekunda
BS,Oklahoma City
FJ,Petropavlovsk-Kamchatsky
DM,Mumbai
CM,Incheon
KP,Maceió
RW,Amritsar
BO,Port of Spain
JE,Accra
KE,San Diego
SB,Port Hedland
SL,Maseru
SL,Memphis
MY,Gdańsk
PT,Odessa
FR,Tehran
BT,Port Elizabeth
MQ,Damascus
DE,Tiraspol
GF,Medellín
AW,Khartoum
PK,Porto
DE,Vitória
PG,Managua
IQ,Calgary
OM,Bratsk
AR,Guangzhou
GP,Cali
BW,Santo Domingo
MV,Amman
UM,Charlotte Amalie
GM,George Town
FI,Anadyr (town)
SC,Manzini
TW,Riga
RW,Bissau
BG,Pittsburgh
CH,Geneva
KP,San Francisco
ID,Porto-Novo
KG,Nukulaelae
BZ,Glasgow
BN,Manzini
RE,Kigali
SE,Aberdeen
MQ,Maputo
DJ,Surat Thani
AT,Guangzhou
MY,Alor Star
CC,Macau
BS,Phuket (city)
PA,Gaborone
UG,Angra do Heroísmo
BI,Cusco
YT,Denpasar
LR,Kigali
KZ,Porto
PN,Wuhan
BZ,Cebu City
CM,Bucharest
HR,Hamburg
SR,La Serena
CX,Luanda
WF,Bamako
MN,Yogyakarta (city)
TK,Brussels
JE,Gdańsk
SK,Nairobi
TO,Johor Bahru
QA,Nice
PT,Port Blair
BI,Luxembourg (city)
IE,Avarua
SC,Changchun
ID,Split (city)
EH,Belgrade
MV,Graz
UA,Yamoussoukro
MH,Kuching
KY,Tórshavn
BN,Columbus
TG,Kharkiv
FR,Melekeok
FJ,Yamoussoukro
NZ,Los Angeles
AM,Austin
RU,The Valley
TL,Gaziantep
BT,Okinawa
BJ,Peshawar
HU,Jinan
CY,Sitka
SG,Pittsburgh
CK,Mexico City
CG,Rochester
HM,Mumbai
NI,Accra
MO,Tehran
LR,Rabi Island
SY,Valencia
HT,Valencia
TO,Xining
BT,Hong Kong
PM,Antananarivo
CO,Abu Dhabi
TO,Indianapolis
DM,Makati City
SH,Konya
CL,Wollongong
BA,Melbourne
TL,Mumbai
PL,Saskatoon
ER,Majuro
DZ,Gaziantep
AL,Port-au-Prince
TH,City of San Marino
PF,Chongqing
IT,Hamburg
CX,Mandurah
CV,Saipan
AT,Addis Ababa
IN,Curitiba
NE,Sukhumi
PF,Nicosia
SJ,Changchun
UY,N'Djamena
IE,Ürümqi
ZA,Honiara
PN,Puebla
CM,Atlanta
HK,Hanoi
MY,The Hague
AF,Winnipeg
GG,Salzburg
CA,Concepción
ML,Dar es Salaam
SG,Gothenburg
KH,Shenyang
AS,Glasgow
CK,Hobart
PA,Adelaide
CX,Tegucigalpa
AM,Medina
MR,Bern
RE,Ushuaia
ZM,Chihuahua
NZ,Guadalajara
FO,Calgary
MS,Edmonton
PA,Helsinki
CM,Bratislava
BM,Francistown
GU,Istanbul
GL,Malabo
KZ,Gdańsk
UA,Taichung
GQ,Nagpur
ET,Adelaide
BM,Guayaquil
LT,Bangui
NG,Calgary
PM,Port Louis
HU,Ashgabat
PT,Pattaya
GI,Zhengzhou
NA,San José
CU,Busan
LS,Valencia
BE,Seattle
SM,Geneva
TT,Belém
LU,Tampa
ES,Quito
PY,Saint Petersburg
LK,Lomé
PF,Andorra la Vella
ID,Albuquerque
OM,Dunedin
KE,Ankara
GQ,Tiraspol
UM,Saint-Denis
NE,San Diego
MM,Athens
DK,Campo Grande
IE,Khartoum
FI,Belgrade
VG,Townsville
VA,Rome
CM,El Paso
BG,Ndola
TN,Yerevan
IR,Bishkek
MG,Simferopol
US,Chongqing
MR,Libreville
TT,Zamboanga City
OM,Gdańsk
FJ,San Fernando
HR,Miri
TF,Ouagadougou
SN,Sri Jayawardenapura-Kotte
QA,Cuiabá
JM,Taiyuan
DO,Kiev
CC,Barcelona
KR,Basse-Terre
BW,Lahore
UG,Lahore
SA,Split (city)
MC,Vitória
BE,Jeddah
CR,Algiers
AO,Sacramento
JO,Rockhampton
IR,Nizhny Novgorod
HT,Adelaide
AS,New Delhi
CK,Hobart
KP,Kaohsiung
AG,Philadelphia
AX,Buenos Aires
PA,Handan
ER,Hanga Roa
BH,Dubai
GN,Ushuaia
MG,Zhengzhou
SY,Recife
EH,San Francisco
CI,Hong Kong
CG,The Valley
PA,Sapporo
NC,Santiago
HU,Honolulu
DE,New Orleans
TN,Valparaíso
AW,Jerusalem
TZ,Ilhéus
ML,Aberdeen
SL,Brussels
TZ,Daegu
BI,Leeds
KI,Louisville
ID,Tijuana
SZ,Kuwait City
SA,Lusaka
CZ,Changchun
AZ,Dunedin
MG,Bursa
UZ,Bandung
JE,Anchorage
SV,Glasgow
KY,Port Elizabeth
FI,Santiago
AZ,Damascus
BA,Chaguanas
VN,Lilongwe
SD,Bangui
TC,Cologne
KG,Nukuʻalofa
PE,Monterrey
FO,Sana'a
AL,Albuquerque
AQ,Kraków
AQ,Nantes
PR,Angra do Heroísmo
FI,Kuwait City
EE,Nukulaelae
GP,Toronto
KW,Omdurman
CS,Muscat
LU,Anchorage
ES,Jinan
LI,Monterrey
PE,Honiara
NR,Cannes
VC,Liverpool
GD,Shillong
EH,Christchurch
NE,Yerevan
CH,Lisbon
ST,São José dos Campos
DZ,Pyongyang
BV,Lisbon
AD,Zürich
BZ,Johor Bahru
ET,Manama
PM,Pattaya
LK,Shanghai
CS,Nagoya
SM,Multan
NL,Adana
GP,Tagbilaran
GR,Dallas
VI,Khartoum
PM,Guadalajara
ID,Gaza
WS,Porto-Novo
KW,İzmir
GI,Iqaluit
LV,Nakhon Ratchasima
BE,Malmö
AI,Harare
MV,Nairobi
DJ,Mexico City
MR,Columbus
JO,São Paulo
TZ,Porto
TC,Zapopan
AX,Djibouti (city)
VU,Cusco
GE,Tokyo
ID,Zürich
CI,Barcelona
SM,Da Nang
NU,Kigali
LC,Bursa
TO,Niamey
TL,Oranjestad
GM,Kandahar
CM,Makati City
HT,Hamburg
SY,Agartala
GQ,Makassar
CX,Gangtok
SI,Wonsan
AM,Petropavlovsk-Kamchatsky
GY,Wuhan
PN,Luanda
GT,İzmir
TV,Hanoi
SK,Liverpool
YT,Fredericton
AR,Washington
EG,Algiers
AR,Adelaide
GP,Simferopol
MO,Tucson
MW,Mumbai
SA,Ndola
TD,Basra
OM,Rio Branco
BI,Ouagadougou
KH,Palembang
JE,Abidjan
CD,Brikama
LR,Nukus
BF,Cockburn Town
CX,Malabo
KP,Adak
AF,Suva
KZ,Odessa
DO,Bogotá
MZ,Ashgabat
DJ,Newcastle
EG,Lima
TD,Ahmedabad
CH,Fairbanks
KE,Riyadh
FR,Gdańsk
VI,Agartala
BS,Stanley
NU,Ouagadougou
PR,Port Vila
BR,Jamestown
CO,Oslo
BN,Ciudad del Este
KI,Chittagong
UZ,Incheon
LI,Doha
DO,Geelong
TD,Geelong
MH,Nukuʻalofa
QA,Arbil
IQ,Mamoudzou
NA,Guadalajara
CV,Thessaloniki
UY,Baghdad
BW,Yamoussoukro
IE,Wichita
MT,Cleveland
CY,Charlotte Amalie
TW,Antananarivo
GB,Campinas
BM,Longyearbyen
UY,Skopje
NU,Samara
PK,Balikpapan
SG,Dallas
PE,Durban
JO,Raleigh
GB,Shenyang
TF,Gaziantep
BY,El Aaiún
LB,Fort-de-France
TL,Vancouver
UZ,Tunis
SD,Mashhad
CY,Warsaw
OM,Fort-de-France
IO,Linz
PM,Regina
AI,George Town
IR,Salzburg
NP,Beijing
MT,Nicosia
GT,Basse-Terre
MM,Cork (city)
BD,Shenzhen
ZW,Innsbruck
IO,Dublin
SY,Moroni
TN,Malabo
AX,La Serena
TD,Geneva
GA,Port Said
WF,Bujumbura
CV,Zürich
MQ,Yellowknife
FJ,Hamilton
CN,El Aaiún
NG,Nantes
MV,Harbin
YT,Philadelphia
GU,São José dos Campos
KW,Nuuk
IM,Kandy
CL,Horta (Azores)
IS,Lahore
LR,Vaduz
CI,Nanjing
KP,Santiago
AE,Petropavlovsk-Kamchatsky
RE,Lagos
CL,Milwaukee
TV,Sapporo
RW,Cleveland
EG,Willemstad
CN,Huế
RO,Port Vila
HU,Tampa
GQ,Oranjestad
HN,Vilnius
RU,Nukuʻalofa
GE,City of Halifax
VG,Washington
GP,Shillong
GM,Cuiabá
BH,Tirana
GQ,Málaga
CK,Wellington
BV,Kobe
GB,El Aaiún
AU,Düsseldorf
ET,Lagos
PG,Malabo
GD,Winnipeg
TH,Bergen
LV,Ahmedabad
AO,Cebu City
TG,Lima
KG,Vienna
MM,Alexandria
SH,Nukuʻalofa
DO,Port Vila
TV,Patna
TM,Namangan
LA,Bangalore
YE,Stepanakert
CN,Kaesong
MP,Sukhumi
TT,Tartu
IS,Nassau
SE,Bogor
SJ,Marrakech
WS,Graz
GA,Pekanbaru
BI,Gold Coast
BR,Darwin
TJ,Seville
EE,Denpasar
RU,Shijiazhuang
MX,Baltimore
MG,Regina
MU,Austin
SN,Dalian
PM,Adak
PY,Chengdu
RU,Wonsan
WF,Campinas
SO,Prague
LB,Cotonou
SY,Iquitos
ID,Santa Cruz de la Sierra
LV,Chuí
FR,Tokyo
TG,Marseille
CY,Ushuaia
RE,Doha
PM,Wellington
SL,Tel Aviv
TZ,Port-au-Prince
TW,Incheon
AW,Kigali
ID,Bogor
CA,Milwaukee
BD,Memphis
MS,Ürümqi
AG,Huế
PS,Yaoundé
HN,Lahore
ZW,Sapporo
AE,Nuuk
VG,Bilbao
BM,Mérida
RW,Assis
PA,Palikir
CZ,Algiers
AO,Hong Kong
GW,Semarang
DZ,Labasa
CC,Faisalabad
DE,Zhengzhou
SD,Salzburg
PW,Quezon City
CM,Nicosia
WS,Bursa
PT,Belém
BB,N'Djamena
TL,Dededo
SJ,Lyon
QA,Bahía Blanca
GG,Bern
DJ,Yaoundé
AF,Khartoum
TH,Seville
TR,Ottawa
SA,Manama
KN,Malacca Town
MO,Nouakchott
CL,Lucknow
SN,Puebla
BY,Vaduz
BG,Kandy
BF,The Valley
CM,Qingdao
VN,Saipan
TR,Ilhéus
UM,Iloilo City
SI,Innsbruck
DM,Aberdeen
IL,Rotterdam
AO,Concepción
LK,Stepanakert
WS,Mexico City
AT,Birkirkara
IR,Hobart
TJ,Ndola
AU,Denver
AQ,Skopje
CO,Norilsk
EC,Kuwait City
SK,New York City
HU,Paramaribo
BA,Nairobi
TO,Ibiza
KR,Greenwich
SG,Makassar
IM,Gaza
JM,Charlottetown
AL,Barcelona
SY,Maceió
MP,Francistown
TF,Madrid
DM,Dushanbe
NG,Tirana
NL,Busan
EH,Caracas
CV,Cardiff
MG,Turin
SA,Nagpur
NL,Da Nang
LR,Christchurch
NG,Kandahar
ER,Salzburg
CX,Abidjan
MC,Barcelona
SH,Yellowknife
AW,Indianapolis
VA,Shenyang
ER,Detroit
HT,Mendoza
FJ,Chennai
PK,Dhaka
SI,San Diego
UG,San Fernando
AW,Algiers
LU,Washington
SZ,Amman
LK,Kuwait City
AW,Forked River
AE,Quetzaltenango
MQ,Tartu
PE,Semarang
GH,Taiyuan
CS,Cotonou
MV,Niamey
AZ,Singapore
AS,Livingstone
UA,Nizhny Novgorod
LA,Havana
GH,Campinas
MA,Johor Bahru
CK,Boston
KN,Jamestown
ET,Honolulu
KY,Guadalajara
MN,Tbilisi
BO,The Valley
GB,Chaguanas
YT,Serekunda
GS,Tallinn
GM,Damascus
GD,Yellowknife
PA,Budapest
NC,Valencia
HR,Tehran
LC,Oklahoma City
NC,Port Blair
ZW,Funafuti
HN,Munich
BB,Mersin
BI,St. John's
NI,Milan
BB,Nicosia
GN,Mashhad
FO,Bishkek
IT,Saskatoon
VC,Norilsk
NC,Manzini
TG,Dallas
SC,Chiang Mai
PM,La Paz
KI,Semarang
MR,São José dos Campos
AX,Kansas City
EE,Livingstone
PF,San Juan
CR,Gaza
NZ,Washington
TM,Vienna
KR,Washington
GU,Strasbourg
IR,Zürich
NA,Dededo
BR,Pago Pago
AO,Amsterdam
PS,Seoul
SG,Cebu City
MR,Phuket (city)
SL,Boa Vista
JM,Tel Aviv
BR,Monaco
CS,Skopje
TN,Serekunda
ST,Brikama
IR,Port Blair
CH,Dammam
SA,El Paso
NP,Adamstown
CC,Honiara
EH,Shijiazhuang
ML,George Town
GY,Nukuʻalofa
DZ,Oslo
TH,Horta (Azores)
SK,Kanpur
GL,Enugu
NC,Nouméa
MC,Semarang
PE,Arbil
GT,Milwaukee
TL,Juneau
BT,Amritsar
SY,Miri
DJ,Turin
TZ,Shigatse
VE,Weno
ET,Baku
NO,Marrakech
CM,Melekeok
SI,Cartagena
GS,Athens
ET,Dresden
DO,Accra
TK,Warsaw
TV,Macapá
HU,Tegucigalpa
RW,Papeete
KG,Cardiff
AG,Kaohsiung
LA,Incheon
MW,Livingstone
SL,Amsterdam
GG,Agartala
IE,Manaus
CD,Wonsan
GN,Norilsk
CZ,Brussels
LA,Mendoza
CC,Birmingham
IM,Magadan
LU,Port Louis
BG,Boston
NF,Vienna
SN,Porto-Novo
HR,Campinas
TC,Brussels
MM,Newcastle
PN,Samara
PL,Rochester
US,Nagoya
CI,Rockhampton
DO,Mandurah
AO,Palma
TT,Dublin
FM,Austin
TO,Dushanbe
HK,Columbus
AW,Mamoudzou
SI,Dakar
KM,Fort-de-France
GS,Ulan Bator
HU,Macau
CS,Jaipur
MC,Dili
AT,Davao City
RU,Chuí
ZW,Tokyo
PA,Taichung
GL,Kaliningrad
KH,South Tarawa
GL,Guayaquil
EH,Charlotte Amalie
TF,Mata-Utu
WF,N'Djamena
AX,Quebec City
GY,Lyon
BB,Abu Dhabi
PH,Virginia Beach
TV,Barcelona
SG,Kandy
BD,Turin
VA,The Valley
FO,Santa Cruz de la Sierra
MW,Antwerp
UZ,Antwerp
SI,City of San Marino
JO,Ludhiana
NZ,Birmingham
BA,Moroni
ET,Pontianak
HK,Guayaquil
TM,Calgary
AM,Cusco
NF,Philadelphia
VE,Yellowknife
PK,Ibadan
MP,Miri
IQ,Bulawayo
SV,Antwerp
ET,Hyderabad
WF,Toronto
SA,Ciudad del Este
EE,Jersey City
DJ,Ankara
MX,Barranquilla
GA,Accra
AU,Paris
MU,Skopje
PK,Kuching
AR,Ludhiana
BS,Bulawayo
PT,Seattle
AM,Nanjing
PT,Nairobi
AN,Moroni
GA,Nanning
TM,Chongqing
CD,Tórshavn
IM,Reykjavík
RE,Melbourne
SE,Ouagadougou
PT,Los Angeles
SD,Punta Arenas
AI,Taichung
AG,Kaliningrad
MG,Dunedin
PY,Sucre
SJ,Houston
FO,Veracruz
BV,Kaohsiung
TW,St. John's
MM,Vaduz
AZ,Xining
LA,Tehran
AE,Lviv
IT,Manzini
BR,Malabo
FJ,El Aaiún
CX,Madrid
VI,Yangon
MO,Recife
AQ,Kharkiv
EG,Anadyr (town)
ER,Maceió
AL,Calama
SY,Lomé
DM,Multan
GB,Ibiza
EH,Omsk
CD,Belfast
MS,Sabha
TF,Cockburn Town
DE,Cairo
GH,Leipzig
UM,Belize City
KH,Mérida
ID,Leeds
PA,Nouméa
SI,Jinan
CU,New York City
TZ,Pristina
KR,Dodoma
MH,Accra
TH,Kuala Lumpur
IS,Chiang Mai
KW,N'Djamena
ML,Monterrey
ZW,Nice
LU,Tórshavn
JO,Turin
OM,Bern
VI,Malabo
TL,Bangui
EC,City of San Marino
MD,Milwaukee
AX,Beijing
LS,Guatemala City
CZ,Lviv
SA,Naples
GN,Saskatoon
PL,Baghdad
DE,Zhengzhou
MA,Honolulu
UY,Ciudad del Este
IE,Maseru
CY,Calgary
NR,Wichita
TF,Daegu
DJ,Batticaloa
AL,New York City
IL,Ibiza
ID,St. John's
EC,Brazzaville
KZ,Valletta
MP,Peshawar
QA,Labasa
MX,La Paz
CD,Antwerp
TV,Iloilo City
LK,Lhasa
SB,Zamboanga City
ST,Fort-de-France
MR,Taiyuan
VE,Nukus
BA,İzmir
WF,Port Said
MC,São Tomé
EG,Zanzibar City
SL,Tbilisi
SJ,São José dos Campos
AD,Bamako
CI,Townsville
VA,Bujumbura
LY,Nairobi
KN,Bandar Seri Begawan
QA,Davao City
MW,Baltimore
TM,Turin
SD,Lahore
KI,Gaza
PK,Atlanta
AG,Toronto
GU,Serekunda
CL,Chiang Mai
AN,Ho Chi Minh City
NP,Saskatoon
GI,San Antonio
TW,Port Blair
TR,Forked River
TZ,Palikir
AW,Brasília
GS,Brasília
GH,Cotonou
CZ,St. George's
BN,Nice
IS,Da Nang
PS,Singapore
IR,Tijuana
BA,Seattle
SL,Naples
IT,Mogadishu
TN,Hamilton
KM,Stanley
CS,Zamboanga City
BA,Mbabane
GE,Lahore
SZ,Omsk
PT,Mersin
MZ,Yamoussoukro
AL,Milan
IM,Aberdeen
TO,Jayapura
NR,Gangtok
LR,Dili
NR,Reykjavík
BN,Baghdad
KR,Kraków
JE,Kaohsiung
MN,Athens
CH,Hilo
VG,Bratsk
CY,Puerto Williams
GT,Baku
MY,Magadan
MO,Miri
HR,Ambon
TO,Podgorica
IO,Liverpool
SC,Hong Kong
IL,Luanda
RW,Bujumbura
GP,Montevideo
CH,Thiès
MZ,Iloilo City
TL,Pekanbaru
TH,Linz
LR,Minneapolis
SV,Tucson
UY,Port Vila
IN,Pune
VA,Cincinnati
ET,Brussels
PT,Moroni
TZ,Nizhny Novgorod
EG,Vilnius
GL,Kathmandu
SO,Manila
MO,Hong Kong
SZ,Linz
SD,London
IS,Wichita
DE,Pekanbaru
KN,Ashgabat
TJ,Cali
NU,Singapore
AG,Kano
AX,Kanpur
NU,Basra
LK,Mandurah
PY,Chengdu
MD,Nanjing
MA,Tskhinvali
DE,Beijing
BV,Stanley
TL,Moscow
AD,Petropavlovsk-Kamchatsky
SM,Santiago
TT,Mendoza
AN,Buenos Aires
YE,Graz
MA,Cleveland
PK,Málaga
SR,Kaohsiung
TT,Kobe
TW,Nukus
GB,Yekaterinburg
CI,Luxembourg (city)
TW,Jinan
MY,Campo Grande
GG,Tehran
EH,Murmansk
BN,Jerusalem
BI,Hanga Roa
MZ,Lhasa
LB,Split (city)
GQ,Nicosia
ZM,Magadan
ZA,Luxembourg (city)
SK,Santiago
LA,Kandahar
ES,Birmingham
ZA,Mata-Utu
GQ,Naples
BS,Kiev
CR,Tripoli
HK,Gangtok
IN,Providence
TT,Mbabane
CS,Kharkiv
SA,Belmopan
HU,Batticaloa
MN,Leipzig
AG,Lhasa
KR,Busan
GS,Edinburgh
TV,Port Elizabeth
TM,El Aaiún
GL,Jersey City
CI,Padang
SZ,Veracruz
TF,Gaza
AO,Harbin
KP,Milan
SR,Magadan
LY,Milwaukee
AN,Antofagasta
TZ,Dubai
SA,El Aaiún
MV,Providence
ST,Jeddah
RW,Kyoto
KH,Malang
BH,Veracruz
NL,Baghdad
BZ,Ürümqi
KW,Omsk
JO,Bulawayo
PH,Angra do Heroísmo
KP,Veracruz
BS,Nuuk
PL,Tiraspol
LB,Houston
JP,Graz
AT,Louisville
MO,Ulan Bator
MV,Taiyuan
BM,Quebec City
IQ,Lanzhou
SO,Port Said
DK,Ludhiana
UZ,Iquitos
BY,Cannes
SI,Brikama
AX,Medina
SI,Alofi
BB,Belgrade
CI,Konya
TT,Sabha
PM,Caracas
AI,Lagos
ES,Jamestown
FM,Manama
DM,Nizhny Novgorod
TW,Saint-Pierre
RO,Multan
FO,Macapá
AU,Kiev
GG,Nuuk
OM,Leeds
MO,Hilo
CA,Samara
GH,Charlotte Amalie
JP,Pattaya
MZ,Miami
SR,San Antonio
SL,Guadalajara
PL,Edmonton
IM,Rio Branco
BA,Sapporo
GB,Phoenix
LC,Cincinnati
JP,Warsaw
SE,Oklahoma City
BV,Recife
TL,Nairobi
LC,Bursa
EC,Chiang Mai
GU,Minsk
GB,Gold Coast
LU,Regina
FJ,Hagåtña
MT,Maseru
MG,Bangui
FK,Siem Reap
ER,Stockholm
HM,Port Louis
CH,Tijuana
LK,George Town
CR,Charlotte Amalie
CL,San Carlos de Bariloche
IS,Balikpapan
GT,Kingston
UA,Birkirkara
TL,Livingstone
BE,Houston
TM,Busan
UM,Strasbourg
KY,Iqaluit
SO,Brazzaville
CZ,Magadan
SB,Geelong
AF,Cincinnati
AS,Lobamba
GH,Paramaribo
UY,Saipan
JE,Omdurman
NP,Phnom Penh
VI,Sacramento
PM,Adamstown
BW,Cali
RO,Malang
GP,Munich
CA,Kraków
ZA,Honiara
CZ,Pristina
SR,Campinas
SN,Adana
KZ,Panama City
BJ,Greenwich
GN,Daegu
BY,Kabul
BD,Memphis
UA,Omdurman
CR,Gdańsk
BF,Barranquilla
VA,Guadalajara
BF,Taipei
CG,Belize City
LY,Assis
VE,Houston
NL,Almaty
GR,São Paulo
BS,Sabha
US,Peshawar
PF,Chaguanas
CX,Birmingham
BZ,Forked River
GY,Bahía Blanca
ZA,Douglas
CZ,Chongjin
PA,Nouméa
JE,Jersey City
VE,Helsinki
SV,Seattle
SA,Mwanza
BB,Jersey City
OM,Srinagar
PL,Nuuk
PA,Udon Thani
CO,Kawasaki
ZW,Port Elizabeth
BB,Vaduz
ML,Bissau
TF,Marseille
MN,Belmopan
BN,Kota Kinabalu
IL,Belfast
CF,Port Said
SR,Las Vegas
SE,San Antonio
MA,Castries
BH,Phuket (city)
GU,Concepción
MH,Agartala
PK,Marrakech
MC,Kobe
BH,Kaohsiung
KR,Toronto
GF,Pago Pago
PR,Adamstown
NU,Brikama
TF,Weno
ET,Philadelphia
IL,Kaesong
ST,Arequipa
MD,Tampa
CV,Iquitos
SZ,Daegu
SG,Beijing
CH,Tallinn
CD,Handan
GE,Rochester
TT,Shijiazhuang
TC,Dunedin
CS,Fairbanks
AR,Leipzig
QA,Kandy
EG,Rio Branco
HU,Adak
MQ,Santa Cruz de Tenerife
LA,Brisbane
GD,Valletta
TD,Shanghai
JP,Tbilisi
CF,Birmingham
AT,Concepción
MS,Oslo
EE,Basse-Terre
KG,Zapopan
LT,Karachi
MS,City of Halifax
SK,Ankara
PF,Providence
BS,Pattaya
TD,Cape Town
EG,Berlin
BV,Kraków
ZA,Lhasa
MY,Ulan Bator
TH,Pyongyang
PW,Port Elizabeth
SC,Alofi
CO,Ambon
KG,Athens
MA,Tegucigalpa
CS,Sri Jayawardenapura-Kotte
AU,Providence
GU,Canberra
FK,Bishkek
FI,Tagbilaran
TT,Birkirkara
CU,Hobart
BT,Riverside
MV,Hanga Roa
MM,Boston
HR,Hiroshima
MW,Tel Aviv
KP,Novosibirsk
KI,Riga
PN,Nizhny Novgorod
AS,Astana
SY,Leeds
SK,Wellington
WS,Praia
TF,Belgrade
MC,Osaka
UG,Nukuʻalofa
NR,Yerevan
LB,Porto Velho
GL,Tagbilaran
KY,Abu Dhabi
